"Repo","Abbreviation","WorkshopId","SkymodsRevisionKey","SkymodsNewestOrdinal","SkymodsIsCurrentRevision","SkymodsRawDisplayedTime","SkymodsNormalizedUtcTime","SkymodsDownloadUrl","Category","VerificationPriority","FirstPassRecommended","RelatedSteamEventCount","RelatedSteamEventKeys","RelatedGitCommitCount","RelatedGitCommitShas","Reason","ContentDownloaded","ContentVerified"
"Special-World","SW","2875587269","2875587269|42","42","False","16 May, 2025 at 05:04 UTC","2025-05-16 05:04","https://modsbase.com/ha9l2ltk04mp/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|114","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|43","43","False","12 May, 2025 at 16:53 UTC","2025-05-12 16:53","https://modsbase.com/1b975t3m9y7f/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|115","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|44","44","False","2 May, 2025 at 22:45 UTC","2025-05-02 22:45","https://modsbase.com/7k86wm6oo20y/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|116","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|45","45","False","12 Apr, 2025 at 16:31 UTC","2025-04-12 16:31","https://modsbase.com/7wvi04zgxqkc/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|117","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|46","46","False","6 Apr, 2025 at 18:39 UTC","2025-04-06 18:39","https://modsbase.com/qrt1narqrls3/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|118","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|47","47","False","2 Apr, 2025 at 23:22 UTC","2025-04-02 23:22","https://modsbase.com/q0zpx6xkj6a1/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|121","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|48","48","False","31 Mar, 2025 at 18:43 UTC","2025-03-31 18:43","https://modsbase.com/cctqunooy2oy/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|124","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|49","49","False","30 Mar, 2025 at 21:15 UTC","2025-03-30 21:15","https://modsbase.com/pcwtzlfg2td6/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|125","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|50","50","False","26 Mar, 2025 at 20:52 UTC","2025-03-26 20:52","https://modsbase.com/h1arfhmhd03c/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|129","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|51","51","False","24 Mar, 2025 at 06:52 UTC","2025-03-24 06:52","https://modsbase.com/h0dkt2088kcr/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|134","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|52","52","False","19 Mar, 2025 at 17:13 UTC","2025-03-19 17:13","https://modsbase.com/82yxsyz6oz35/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|136","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|53","53","False","19 Mar, 2025 at 01:33 UTC","2025-03-19 01:33","https://modsbase.com/s8mkivrbb9bl/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|137","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|54","54","False","12 Mar, 2025 at 06:12 UTC","2025-03-12 06:12","https://modsbase.com/0veboy1orb9i/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|140","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|55","55","False","5 Mar, 2025 at 05:51 UTC","2025-03-05 05:51","https://modsbase.com/ue37d5lw3ynw/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|142","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|56","56","False","2 Mar, 2025 at 22:59 UTC","2025-03-02 22:59","https://modsbase.com/abfqixh80d7h/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|145","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|57","57","False","19 Feb, 2025 at 06:55 UTC","2025-02-19 06:55","https://modsbase.com/0tx4hmbavuzc/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|149","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|58","58","False","13 Feb, 2025 at 21:55 UTC","2025-02-13 21:55","https://modsbase.com/p577edg0zm0w/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|153","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|59","59","False","7 Feb, 2025 at 00:07 UTC","2025-02-07 00:07","https://modsbase.com/fvbahwpo6gec/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|160","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|60","60","False","2 Feb, 2025 at 01:17 UTC","2025-02-02 01:17","https://modsbase.com/ft3r9qk0frqs/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|173","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|61","61","False","28 Jan, 2025 at 17:33 UTC","2025-01-28 17:33","https://modsbase.com/gss0f9g62g4z/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|178","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|62","62","False","24 Jan, 2025 at 23:29 UTC","2025-01-24 23:29","https://modsbase.com/4x4n447mbtj0/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|184","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|63","63","False","24 Jan, 2025 at 01:44 UTC","2025-01-24 01:44","https://modsbase.com/77hywwmec0eq/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|186","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|64","64","False","20 Jan, 2025 at 07:01 UTC","2025-01-20 07:01","https://modsbase.com/5n4o5guhh9ts/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|192","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|65","65","False","16 Jan, 2025 at 19:14 UTC","2025-01-16 19:14","https://modsbase.com/jehpuul4dl5h/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|197","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|66","66","False","14 Jan, 2025 at 17:18 UTC","2025-01-14 17:18","https://modsbase.com/n0ll6nobdkl3/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|199","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|67","67","False","7 Jan, 2025 at 20:03 UTC","2025-01-07 20:03","https://modsbase.com/de37mu10jg4w/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|207","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|68","68","False","31 Dec, 2024 at 18:45 UTC","2024-12-31 18:45","https://modsbase.com/u49l5v8mvefs/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|210","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|69","69","False","30 Dec, 2024 at 06:27 UTC","2024-12-30 06:27","https://modsbase.com/smjz6pscif6i/2875587269_A_Special_World_-_Special_Building_Compatch___40____MHG___41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|212","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|70","70","False","22 Dec, 2024 at 22:30 UTC","2024-12-22 22:30","https://modsbase.com/m1rflmpaf81u/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|222","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|71","71","False","19 Dec, 2024 at 17:04 UTC","2024-12-19 17:04","https://modsbase.com/cnz4rsdz6tcx/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|226","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|72","72","False","17 Dec, 2024 at 19:03 UTC","2024-12-17 19:03","https://modsbase.com/v5n9i3mjxsb2/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|228","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|73","73","False","9 Dec, 2024 at 18:10 UTC","2024-12-09 18:10","https://modsbase.com/wyn7i8lxxdap/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|229","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|74","74","False","9 Dec, 2024 at 07:05 UTC","2024-12-09 07:05","https://modsbase.com/cndyepnud3ob/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|230","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|75","75","False","26 Nov, 2024 at 19:58 UTC","2024-11-26 19:58","https://modsbase.com/6i09zu2d199y/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|235","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|76","76","False","24 Nov, 2024 at 21:25 UTC","2024-11-24 21:25","https://modsbase.com/vxhcf5rp7fet/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|237","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|77","77","False","11 Nov, 2024 at 16:10 UTC","2024-11-11 16:10","https://modsbase.com/v6rr6hfeqg3e/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|238","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|78","78","False","5 Nov, 2024 at 07:49 UTC","2024-11-05 07:49","https://modsbase.com/84j2ma96lyl5/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|240","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|79","79","False","31 Oct, 2024 at 19:39 UTC","2024-10-31 19:39","https://modsbase.com/khh61cii15uz/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|241","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|80","80","False","22 Oct, 2024 at 16:14 UTC","2024-10-22 16:14","https://modsbase.com/acwdw2idcqyb/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|244","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|81","81","False","10 Oct, 2024 at 06:55 UTC","2024-10-10 06:55","https://modsbase.com/rjr25wknel5f/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|253","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|82","82","False","9 Oct, 2024 at 00:46 UTC","2024-10-09 00:46","https://modsbase.com/cp3r069t1iro/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|255","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|83","83","False","4 Oct, 2024 at 22:19 UTC","2024-10-04 22:19","https://modsbase.com/7hp73bbspprv/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|258","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|84","84","False","17 Sep, 2024 at 16:14 UTC","2024-09-17 16:14","https://modsbase.com/j9i6ji6pp974/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|260","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|85","85","False","21 Aug, 2024 at 15:18 UTC","2024-08-21 15:18","https://modsbase.com/c0yexkmzk8sm/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|263","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|86","86","False","30 Jul, 2024 at 16:49 UTC","2024-07-30 16:49","https://modsbase.com/uad8qtl916j0/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|268","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|87","87","False","28 Jul, 2024 at 22:15 UTC","2024-07-28 22:15","https://modsbase.com/bvw167ux6v43/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|270","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|88","88","False","20 Jun, 2024 at 19:01 UTC","2024-06-20 19:01","https://modsbase.com/79q19anosorb/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|283","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|89","89","False","17 Jun, 2024 at 06:17 UTC","2024-06-17 06:17","https://modsbase.com/tww784h2p76x/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|285","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|90","90","False","5 Jun, 2024 at 22:30 UTC","2024-06-05 22:30","https://modsbase.com/5st9l8iknru5/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|290","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|91","91","False","3 Jun, 2024 at 19:39 UTC","2024-06-03 19:39","https://modsbase.com/fjuvrhgrbd5n/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|292","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|92","92","False","21 May, 2024 at 19:07 UTC","2024-05-21 19:07","https://modsbase.com/a81i1gminxvp/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|293","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|93","93","False","15 May, 2024 at 19:11 UTC","2024-05-15 19:11","https://modsbase.com/ya5xmj5ho5ru/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|294","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|94","94","False","8 May, 2024 at 16:32 UTC","2024-05-08 16:32","https://modsbase.com/2jtkt18bi060/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|295","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|95","95","False","2 May, 2024 at 21:35 UTC","2024-05-02 21:35","https://modsbase.com/25iwd91atdfr/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|296","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|96","96","False","23 Apr, 2024 at 16:43 UTC","2024-04-23 16:43","https://modsbase.com/s50ciif30nc5/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|298","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|97","97","False","18 Apr, 2024 at 18:10 UTC","2024-04-18 18:10","https://modsbase.com/wtu384aiqcoa/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|300","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|98","98","False","17 Apr, 2024 at 14:40 UTC","2024-04-17 14:40","https://modsbase.com/9h202cnyqmed/2875587269_A_Special_World_-_Special_Building_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|302","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|99","99","False","11 Apr, 2024 at 07:30 UTC","2024-04-11 07:30","https://modsbase.com/6pn2mlkm3qhj/2875587269_A_Special_World___40_MA__UBP___MB__COW3__MA-MSB__RICE_and_More_Compatch__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|305","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|100","100","False","9 Apr, 2024 at 17:37 UTC","2024-04-09 17:37","https://modsbase.com/uwv2fwyhibz3/2875587269_A_Special_World___40_MA__UBP___MB__COW3__MA-MSB__RICE_and_More_Compatch__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|306","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|101","101","False","4 Apr, 2024 at 18:54 UTC","2024-04-04 18:54","https://modsbase.com/6kklkeso6c9e/2875587269_A_Special_World___40_MA__UBP___MB__COW3__MA-MSB__RICE_and_More_Compatch__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|307","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|102","102","False","29 Mar, 2024 at 15:08 UTC","2024-03-29 15:08","https://modsbase.com/61v2qoh9ie4d/2875587269_A_Special_World___40_MA__UBP___MB__COW3__MA-MSB__RICE_and_More_Compatch__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|311","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|103","103","False","19 Mar, 2024 at 17:33 UTC","2024-03-19 17:33","https://modsbase.com/16fh6aa9dm7d/2875587269_A_Special_World___40_MA__UBP___MB__COW3__MA-MSB__RICE_and_More_Compatch__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|317","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|104","104","False","16 Mar, 2024 at 17:48 UTC","2024-03-16 17:48","https://modsbase.com/gs80vzyq5jmn/2875587269_A_Special_World___40_MA__UBP___MB__COW3__MA-MSB__RICE_and_More_Compatch__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|319","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|105","105","False","7 Mar, 2024 at 18:27 UTC","2024-03-07 18:27","https://modsbase.com/giq3qf0tp0oe/2875587269_A_Special_World___40_MA__UBP___MB__COW3__MA-MSB__RICE_and_More_Compatch__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|323","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|106","106","False","10 Feb, 2024 at 18:13 UTC","2024-02-10 18:13","https://modsbase.com/0fbgu2qbxqxn/2875587269_A_Special_World___40_MA__UBP___MB__COW3__MA-MSB__RICE_and_More_Compatch__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|324","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|107","107","False","21 Dec, 2023 at 06:18 UTC","2023-12-21 06:18","https://modsbase.com/dbfplaoq2uoz/2875587269_A_Special_World___40_MA__UBP___MB__COW3__MA-MSB__RICE_and_More_Compatch__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|337","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|108","108","False","19 Dec, 2023 at 17:48 UTC","2023-12-19 17:48","https://modsbase.com/xuvheimdmfaf/2875587269_A_Special_World___40_MA__UBP___MB__COW3__MA-MSB__RICE_and_More_Compatch__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|338","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|109","109","False","16 Dec, 2023 at 18:27 UTC","2023-12-16 18:27","https://modsbase.com/77kh8x6lynhe/2875587269_A_Special_World___40_MA__UBP___MB__COW3__MA-MSB__RICE_and_More_Compatch__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|339","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|110","110","False","6 Dec, 2023 at 23:12 UTC","2023-12-06 23:12","https://modsbase.com/ofa1wbkok1jy/2875587269_A_Special_World___40_MA__UBP___MB__COW3__MA-MSB__RICE_and_More_Compatch__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|343","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|111","111","False","28 Nov, 2023 at 01:43 UTC","2023-11-28 01:43","https://modsbase.com/mom4ch85pu0n/2875587269_A_Special_World___40_MA__UBP___MB__COW3__MA-MSB__RICE_and_More_Compatch__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|346","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|112","112","False","22 Nov, 2023 at 03:55 UTC","2023-11-22 03:55","https://modsbase.com/zl6knv5z6qp2/2875587269_A_Special_World___40_MA__UBP___MB__COW3__MA-MSB__RICE_and_More_Compatch__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|347","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|113","113","False","18 Nov, 2023 at 08:35 UTC","2023-11-18 08:35","https://modsbase.com/uo7757qk0dli/2875587269_A_Special_World___40_MA__UBP___MB__COW3__MA-MSB__RICE_and_More_Compatch__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|349","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|114","114","False","9 Oct, 2023 at 22:22 UTC","2023-10-09 22:22","https://modsbase.com/pul69bxgbm6i/2875587269_A_Special_World___40_MA__UBP___MB__COW3__MA-MSB__RICE_and_More_Compatch__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|352","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|115","115","False","6 Oct, 2023 at 17:04 UTC","2023-10-06 17:04","https://modsbase.com/0jvwyrsv6zih/2875587269_A_Special_World___40_MA__UBP___MB__COW3__MA-MSB__RICE_and_More_Compatch__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|355","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|116","116","False","3 Oct, 2023 at 15:32 UTC","2023-10-03 15:32","https://modsbase.com/lb1mlt2p6aem/2875587269_A_Special_World___40_MA__UBP___MB__COW3__MA-MSB__RICE_and_More_Compatch__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|358","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
