"Repo","Abbreviation","WorkshopId","SkymodsRevisionKey","SkymodsNewestOrdinal","SkymodsIsCurrentRevision","SkymodsRawDisplayedTime","SkymodsNormalizedUtcTime","SkymodsDownloadUrl","Category","VerificationPriority","FirstPassRecommended","RelatedSteamEventCount","RelatedSteamEventKeys","RelatedGitCommitCount","RelatedGitCommitShas","Reason","ContentDownloaded","ContentVerified"
"Culture-Expanded","CE","2829397295","2829397295|29","29","False","7 Apr, 2023 at 17:22 UTC","2023-04-07 17:22","https://modsbase.com/4ufx3ylhox84/2829397295_Culture_Expanded.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2829397295|34","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Culture-Expanded","CE","2829397295","2829397295|30","30","False","22 Jan, 2023 at 02:26 UTC","2023-01-22 02:26","https://modsbase.com/d0d0c5bdjpus/2829397295_Culture_Expanded.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2829397295|35","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Culture-Expanded","CE","2829397295","2829397295|31","31","False","16 Dec, 2022 at 04:00 UTC","2022-12-16 04:00","https://modsbase.com/4swtj9gmc9x1/2829397295_Culture_Expanded.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2829397295|36","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Culture-Expanded","CE","2829397295","2829397295|32","32","False","3 Dec, 2022 at 01:38 UTC","2022-12-03 01:38","https://modsbase.com/qgp1ijuk8ye7/2829397295_Culture_Expanded.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2829397295|37","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Culture-Expanded","CE","2829397295","2829397295|33","33","False","1 Oct, 2022 at 04:44 UTC","2022-10-01 04:44","https://modsbase.com/z50lcsfnaoc0/2829397295_Culture_Expanded.zip.html","TEMPORAL_AMBIGUITY","P5_REVIEW_LATER","False","1","2829397295|38","0","","dominant-time-match-is-not-bidirectionally-unique","False","False"
"Culture-Expanded","CE","2829397295","2829397295|34","34","False","1 Oct, 2022 at 03:44 UTC","2022-10-01 03:44","https://modsbase.com/3z82elitlvh1/2829397295_Culture_Expanded.zip.html","TEMPORAL_AMBIGUITY","P5_REVIEW_LATER","False","1","2829397295|38","0","","dominant-time-match-is-not-bidirectionally-unique","False","False"
"Culture-Expanded","CE","2829397295","2829397295|35","35","False","16 Sep, 2022 at 00:01 UTC","2022-09-16 00:01","https://modsbase.com/daqe5ndsww46/2829397295_Culture_Expanded.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2829397295|39","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Culture-Expanded","CE","2829397295","2829397295|36","36","False","11 Sep, 2022 at 17:08 UTC","2022-09-11 17:08","https://modsbase.com/d5bmcitz9hyp/2829397295_Culture_Expanded.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2829397295|40","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Culture-Expanded","CE","2829397295","2829397295|37","37","False","9 Sep, 2022 at 04:56 UTC","2022-09-09 04:56","https://modsbase.com/77ct7qbo90y8/2829397295_Culture_Expanded.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2829397295|41","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Culture-Expanded","CE","2829397295","2829397295|38","38","False","21 Jul, 2022 at 07:31 UTC","2022-07-21 07:31","https://modsbase.com/4s35plan6d6t/2829397295_Culture_Expanded.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2829397295|42","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Culture-Expanded","CE","2829397295","2829397295|39","39","False","12 Jul, 2022 at 07:26 UTC","2022-07-12 07:26","https://modsbase.com/lwm7puow0x9e/2829397295_Culture_Expanded.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2829397295|43","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Culture-Expanded","CE","2829397295","2829397295|40","40","False","9 Jul, 2022 at 02:16 UTC","2022-07-09 02:16","https://modsbase.com/xwtnimonvjls/2829397295_Culture_Expanded.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2829397295|45","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Culture-Expanded","CE","2829397295","2829397295|41","41","False","7 Jul, 2022 at 02:18 UTC","2022-07-07 02:18","https://modsbase.com/da4xj5c6wwfv/2829397295_Culture_Expanded.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2829397295|46","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Culture-Expanded","CE","2829397295","2829397295|42","42","False","6 Jul, 2022 at 07:36 UTC","2022-07-06 07:36","https://modsbase.com/x9tofekqvgxx/2829397295_Culture_Expanded.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2829397295|47","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Culture-Expanded","CE","2829397295","2829397295|43","43","False","4 Jul, 2022 at 01:27 UTC","2022-07-04 01:27","https://modsbase.com/jaf3ziuu92wm/2829397295_Culture_Expanded.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2829397295|49","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Demand-Tribute","DT","3473488611","3473488611|1","1","True","29 Oct, 2025 at 10:52 UTC","2025-10-29 10:52","https://modsbase.com/xx0pwh63y8kp/3473488611_Demand_Tribute.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","3473488611|1","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Demand-Tribute","DT","3473488611","3473488611|2","2","False","9 Sep, 2025 at 16:58 UTC","2025-09-09 16:58","https://modsbase.com/2ucd19meq6mc/3473488611_Demand_Tribute.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","3473488611|2","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Demand-Tribute","DT","3473488611","3473488611|3","3","False","17 May, 2025 at 19:43 UTC","2025-05-17 19:43","https://modsbase.com/0ai8uejs45kr/3473488611_Demand_Tribute.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","3473488611|3","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Demand-Tribute","DT","3473488611","3473488611|4","4","False","11 May, 2025 at 16:41 UTC","2025-05-11 16:41","https://modsbase.com/ainurwxigaxx/3473488611_Demand_Tribute.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","3473488611|4","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Demand-Tribute","DT","3473488611","3473488611|5","5","False","7 May, 2025 at 16:56 UTC","2025-05-07 16:56","https://modsbase.com/d9217jmam7dr/3473488611_Demand_Tribute.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","3473488611|5","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Demand-Tribute","DT","3473488611","3473488611|6","6","False","2 May, 2025 at 19:31 UTC","2025-05-02 19:31","https://modsbase.com/8vzk7m43tduy/3473488611_Demand_Tribute.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","3473488611|8","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"EPE-CFP","EPE-CFP","2996881191","2996881191|10","10","False","25 May, 2025 at 10:09 UTC","2025-05-25 10:09","https://modsbase.com/vfrbhqkaeypy/2996881191_CFP___EPE_Compatibility_Patch.zip.html","TEMPORAL_AMBIGUITY","P5_REVIEW_LATER","False","1","2996881191|13","0","","dominant-time-match-is-not-bidirectionally-unique","False","False"
"EPE-CFP","EPE-CFP","2996881191","2996881191|11","11","False","25 May, 2025 at 09:09 UTC","2025-05-25 09:09","https://modsbase.com/0rfe8lbhztfq/2996881191_CFP___EPE_Compatibility_Patch.zip.html","TEMPORAL_AMBIGUITY","P5_REVIEW_LATER","False","1","2996881191|13","0","","dominant-time-match-is-not-bidirectionally-unique","False","False"
"EPE-CFP","EPE-CFP","2996881191","2996881191|12","12","False","24 May, 2025 at 18:19 UTC","2025-05-24 18:19","https://modsbase.com/uefvjq1oirn3/2996881191_CFP___EPE_Compatibility_Patch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2996881191|14","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"EPE-CFP","EPE-CFP","2996881191","2996881191|13","13","False","16 May, 2025 at 18:12 UTC","2025-05-16 18:12","https://modsbase.com/i9v0flug304y/2996881191_CFP___EPE_Compatibility_Patch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2996881191|15","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"EPE-CFP","EPE-CFP","2996881191","2996881191|14","14","False","4 Apr, 2025 at 19:59 UTC","2025-04-04 19:59","https://modsbase.com/1ei2hxjh7n7z/2996881191_CFP___EPE_Compatibility_Patch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2996881191|17","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"EPE-CFP","EPE-CFP","2996881191","2996881191|15","15","False","27 Mar, 2025 at 08:39 UTC","2025-03-27 08:39","https://modsbase.com/zq5c3ym1937f/2996881191_CFP___EPE_Compatibility_Patch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2996881191|18","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"EPE-CFP","EPE-CFP","2996881191","2996881191|16","16","False","27 Feb, 2025 at 21:30 UTC","2025-02-27 21:30","https://modsbase.com/hqxw27fn1daf/2996881191_CFP___EPE_Compatibility_Patch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2996881191|19","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"EPE-CFP","EPE-CFP","2996881191","2996881191|17","17","False","11 Jan, 2025 at 09:20 UTC","2025-01-11 09:20","https://modsbase.com/0sobj3fi5ghb/2996881191_CFP___EPE_Compatibility_Patch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2996881191|21","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"EPE-CFP","EPE-CFP","2996881191","2996881191|18","18","False","3 Dec, 2024 at 20:00 UTC","2024-12-03 20:00","https://modsbase.com/l4tub9ym4af6/2996881191_CFP___EPE_Compatibility_Patch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2996881191|23","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"EPE-CFP","EPE-CFP","2996881191","2996881191|19","19","False","2 May, 2024 at 09:30 UTC","2024-05-02 09:30","https://modsbase.com/1w8371idakcq/2996881191_CFP___EPE_Compatibility_Patch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2996881191|24","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"EPE-CFP","EPE-CFP","2996881191","2996881191|20","20","False","13 Apr, 2024 at 15:36 UTC","2024-04-13 15:36","https://modsbase.com/oug2c56znm0p/2996881191_CFP___EPE_Compatibility_Patch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2996881191|25","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"EPE-CFP","EPE-CFP","2996881191","2996881191|21","21","False","10 Mar, 2024 at 21:21 UTC","2024-03-10 21:21","https://modsbase.com/hv3tk1dxsx01/2996881191_CFP___EPE_Compatibility_Patch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2996881191|26","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"EPE-CFP","EPE-CFP","2996881191","2996881191|22","22","False","6 Feb, 2024 at 18:36 UTC","2024-02-06 18:36","https://modsbase.com/5muwrkv4toe5/2996881191_CFP___EPE_Compatibility_Patch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2996881191|27","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"EPE-CFP","EPE-CFP","2996881191","2996881191|23","23","False","25 Jan, 2024 at 21:02 UTC","2024-01-25 21:02","https://modsbase.com/ribu6wz3277v/2996881191_CFP___EPE_Compatibility_Patch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2996881191|28","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"EPE-CFP","EPE-CFP","2996881191","2996881191|24","24","False","4 Dec, 2023 at 10:03 UTC","2023-12-04 10:03","https://modsbase.com/5v9m06esw9cz/2996881191_CFP___EPE_Compatibility_Patch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2996881191|31","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"EPE-CFP","EPE-CFP","2996881191","2996881191|25","25","False","19 Nov, 2023 at 19:19 UTC","2023-11-19 19:19","https://modsbase.com/sdqq6hlmpvmf/2996881191_CFP___EPE_Compatibility_Patch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2996881191|32","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"EPE-CFP","EPE-CFP","2996881191","2996881191|26","26","False","18 Oct, 2023 at 08:16 UTC","2023-10-18 08:16","https://modsbase.com/tnf33rz9gxjk/2996881191_CFP___EPE_Compatibility_Patch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2996881191|33","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"EPE-CFP","EPE-CFP","2996881191","2996881191|27","27","False","4 Oct, 2023 at 20:30 UTC","2023-10-04 20:30","https://modsbase.com/j3euqjz7cxr8/2996881191_CFP___EPE_Compatibility_Patch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2996881191|34","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"EPE-CFP","EPE-CFP","2996881191","2996881191|28","28","False","3 Oct, 2023 at 11:01 UTC","2023-10-03 11:01","https://modsbase.com/498e124xccy5/2996881191_CFP___EPE_Compatibility_Patch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2996881191|35","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"EPE-CFP","EPE-CFP","2996881191","2996881191|29","29","False","30 Sep, 2023 at 08:11 UTC","2023-09-30 08:11","https://modsbase.com/nlni1mdqc9j6/2996881191_CFP___EPE_Compatibility_Patch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2996881191|37","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"EPE-CFP","EPE-CFP","2996881191","2996881191|30","30","False","25 Sep, 2023 at 20:52 UTC","2023-09-25 20:52","https://modsbase.com/vyxpbe8w89ca/2996881191_CFP___EPE_Compatibility_Patch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2996881191|38","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"EPE-CFP","EPE-CFP","2996881191","2996881191|31","31","False","24 Sep, 2023 at 14:02 UTC","2023-09-24 14:02","https://modsbase.com/fn7n873ibkpj/2996881191_CFP___EPE_Compatibility_Patch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2996881191|39","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"EPE-CFP","EPE-CFP","2996881191","2996881191|32","32","False","8 Jul, 2023 at 15:59 UTC","2023-07-08 15:59","https://modsbase.com/d2v19689oha7/2996881191_CFP___EPE_Compatibility_Patch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2996881191|40","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"EPE-CFP","EPE-CFP","2996881191","2996881191|33","33","False","5 Jul, 2023 at 17:12 UTC","2023-07-05 17:12","https://modsbase.com/kedm29c9ho3e/2996881191_Unofficial_CFP___EPE_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2996881191|42","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"EPE-CFP","EPE-CFP","2996881191","2996881191|34","34","False","1 Jul, 2023 at 10:03 UTC","2023-07-01 10:03","https://modsbase.com/dtj35m492jjg/2996881191_Unofficial_CFP___EPE_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2996881191|43","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Ethnicities-and-Portraits-Expanded","EPE","2507209632","2507209632|10","10","False","9 Jun, 2025 at 06:41 UTC","2025-06-09 06:41","https://modsbase.com/c3x7wfqrdtl3/2507209632_Ethnicities___Portraits_Expanded.zip.html","TEMPORAL_AMBIGUITY","P5_REVIEW_LATER","False","1","2507209632|17","0","","dominant-time-match-is-not-bidirectionally-unique","False","False"
"Ethnicities-and-Portraits-Expanded","EPE","2507209632","2507209632|11","11","False","9 Jun, 2025 at 05:41 UTC","2025-06-09 05:41","https://modsbase.com/e8uth9x53el2/2507209632_Ethnicities___Portraits_Expanded.zip.html","TEMPORAL_AMBIGUITY","P5_REVIEW_LATER","False","1","2507209632|17","0","","dominant-time-match-is-not-bidirectionally-unique","False","False"
"Ethnicities-and-Portraits-Expanded","EPE","2507209632","2507209632|12","12","False","5 Jun, 2025 at 03:08 UTC","2025-06-05 03:08","https://modsbase.com/idjaf70vvaz1/2507209632_Ethnicities___Portraits_Expanded.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2507209632|18","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Ethnicities-and-Portraits-Expanded","EPE","2507209632","2507209632|13","13","False","1 Jun, 2025 at 22:58 UTC","2025-06-01 22:58","https://modsbase.com/fmoekyc6pght/2507209632_Ethnicities___Portraits_Expanded.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2507209632|19","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Ethnicities-and-Portraits-Expanded","EPE","2507209632","2507209632|14","14","False","24 May, 2025 at 00:32 UTC","2025-05-24 00:32","https://modsbase.com/zmevgrbx5l2t/2507209632_Ethnicities___Portraits_Expanded.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2507209632|20","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Ethnicities-and-Portraits-Expanded","EPE","2507209632","2507209632|15","15","False","14 May, 2025 at 04:03 UTC","2025-05-14 04:03","https://modsbase.com/yugzbvrae8or/2507209632_Ethnicities___Portraits_Expanded.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2507209632|21","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Ethnicities-and-Portraits-Expanded","EPE","2507209632","2507209632|16","16","False","13 Apr, 2025 at 16:19 UTC","2025-04-13 16:19","https://modsbase.com/hf71dqscjygj/2507209632_Ethnicities___Portraits_Expanded.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2507209632|23","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
